,label,source,path
32,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
33,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
34,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
35,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
36,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
37,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
38,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
39,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
40,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
41,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
42,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
43,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
44,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
45,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
46,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
47,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
48,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
49,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
50,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
51,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
52,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
53,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
54,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
55,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
56,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
57,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
58,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
59,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
60,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-08-02-01-01-22.wav
61,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-06-01-01-01-22.wav
62,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-04-02-02-02-22.wav
63,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-07-01-02-01-22.wav
64,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-01-01-01-02-22.wav
65,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-02-02-01-01-22.wav
66,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-02-02-02-22.wav
67,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-03-01-01-02-22.wav
68,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-02-01-02-02-22.wav
69,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-04-01-02-02-22.wav
70,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-04-01-01-01-22.wav
71,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-08-02-02-01-22.wav
72,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-02-02-02-01-22.wav
73,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-03-01-02-01-22.wav
74,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-06-02-01-01-22.wav
75,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-06-01-02-01-22.wav
76,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-06-01-02-02-22.wav
77,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-03-01-02-02-22.wav
78,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-01-01-02-01-22.wav
79,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-07-02-02-02-22.wav
80,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-08-02-02-02-22.wav
81,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-02-01-02-22.wav
82,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-01-01-02-22.wav
83,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-01-01-01-22.wav
84,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-02-02-01-02-22.wav
85,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-08-02-01-02-22.wav
86,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-01-02-02-22.wav
87,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-03-02-01-02-22.wav
88,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-06-02-01-02-22.wav
89,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-08-01-01-02-22.wav
90,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-04-02-01-02-22.wav
91,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-06-02-02-01-22.wav
92,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-01-01-01-01-22.wav
93,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-01-01-02-02-22.wav
94,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-02-01-01-01-22.wav
95,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-07-02-01-02-22.wav
96,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-03-02-02-02-22.wav
97,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-04-01-02-01-22.wav
98,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-04-02-01-01-22.wav
99,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-02-01-02-01-22.wav
100,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-04-02-02-01-22.wav
101,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-08-01-01-01-22.wav
102,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-01-02-01-22.wav
103,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-08-01-02-02-22.wav
104,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-07-02-02-01-22.wav
105,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-06-01-01-02-22.wav
106,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-02-02-01-22.wav
107,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-07-02-01-01-22.wav
108,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-07-01-02-02-22.wav
109,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-07-01-01-01-22.wav
110,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-03-01-01-01-22.wav
111,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-04-01-01-02-22.wav
112,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-03-02-01-01-22.wav
113,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-06-02-02-02-22.wav
114,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-02-01-01-22.wav
115,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-07-01-01-02-22.wav
116,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-03-02-02-01-22.wav
117,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-02-01-01-02-22.wav
118,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-02-02-02-02-22.wav
119,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_22/03-01-08-01-02-01-22.wav
120,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-01-04.wav
121,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-02-04.wav
122,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-01-02-02-04.wav
123,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-02-04.wav
124,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-01-02-01-04.wav
125,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
126,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-01-04.wav
127,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-01-04.wav
128,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-01-04.wav
129,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-01-01-01-04.wav
130,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-02-04.wav
131,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-02-02-01-04.wav
132,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-01-02-01-04.wav
133,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-01-04.wav
134,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-02-04.wav
135,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-02-04.wav
136,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-02-04.wav
137,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-01-04.wav
138,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-02-04.wav
139,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-02-01-02-04.wav
140,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-02-04.wav
141,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-02-04.wav
142,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-02-04.wav
143,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-01-04.wav
144,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-01-04.wav
145,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
146,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-01-02-02-04.wav
147,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-02-04.wav
148,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-02-04.wav
149,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-02-04.wav
150,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-02-02-02-04.wav
151,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-01-04.wav
152,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-01-04.wav
153,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-02-04.wav
154,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-02-04.wav
155,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-01-04.wav
156,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-02-04.wav
157,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-01-04.wav
158,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-01-04.wav
159,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-01-04.wav
160,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-01-04.wav
161,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-02-04.wav
162,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
163,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-01-04.wav
164,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-02-04.wav
165,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-01-04.wav
166,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-01-04.wav
167,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-01-04.wav
168,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-02-04.wav
169,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-02-04.wav
170,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-01-04.wav
171,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-02-04.wav
172,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-02-04.wav
173,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-01-01-02-04.wav
174,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-01-04.wav
175,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-02-01-01-04.wav
176,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-02-04.wav
177,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-02-04.wav
178,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-01-04.wav
179,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-01-04.wav
180,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-01-01-01-11.wav
181,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-02-01-02-11.wav
182,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-01-02-01-11.wav
183,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-02-01-01-11.wav
184,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-02-01-01-11.wav
